dataset,id1,id2,title1,author1,year1,title2,author2,year2
mixed,mixed_4325,mixed_1372,Decisional Guidance for Computer-Based Decision Support 1,"Silver, Mark S and Angeles, Los and California",nan,Decisional Guidance for Computer-Based Decision Support,"Silver, Mark S.",1991
mixed,mixed_2645,mixed_4194,Through the Eyes of Experts - A Socio-Cognitive Perspective on the Automation of Fingerprint Work,"Davis, Christopher J. and Hufnagel, Ellen M.",2007,THROUGH THE EYES OF EXPERTS: A SOCIO-COGNITIVE PERSPECTIVE ON THE AUTOMATION OF FINGERPRINT WORK 1,"Davis, Christopher J and Hufnagel, Ellen M",nan
mixed,mixed_2188,mixed_20,TELCOT - An Application of Information Technology for Competitive Advantage in the Cotton Industry,"Lindsey, Darryl and Cheney, Paul H. and Kasper, George M. and Ives, Blake",1990,TELCOT: An Application of Information Technology for Competitive Advantage in the Cotton Industry,"Lindsey, Darryl and Cheney, Paul H. and Kasper, George M. and Ives, Blake",1990
mixed,mixed_142,mixed_3967,Understanding Network Effects in Software Markets: Evidence from Web Server Pricing,"Gallaugher, John M. and Wang, Yu-Ming",2002,UNDERSTANDING NETWORK EFFECTS IN SOFTWARE MARKETS: EVIDENCE FROM WEB SERVER PRICING 1,"Gallaugher, John M and Carroll, Wallace E and Wang, Yu-Ming",nan
mixed,mixed_2298,mixed_3946,IS'95 - Guideline for Undergraduate IS Curriculum,"Couger, J. Daniel and Davis, Gordon B. and Dologite, Dorothy G. and Feinstein, David L. and Gorgone, John T. and Jenkins, A. Milton and Kasper, George M. and Little, Joyce Currie and Longenecker Jr., Herbert E. and Valacich, Joseph S.",1995,IS'95: Guideline for Undergraduate IS Curriculum,"Couger, J. Daniel and Davis, Gordon B and Dologite, Dorothy G and Feinstein, David L and Gorgone, John T and Jenkins, A. Milton and Kasper, George M and Longenecker, Herbert E",nan
mixed,mixed_4979,mixed_1826,PLATFORM SIGNALING FOR GENERATING PLATFORM CONTENT 1,"Hukal, Philipp and Henfridsson, Ola and Shaikh, Maha and Parker, Geoffrey",nan,Platform Signaling for Generating Platform Content,"Hukal, Philipp and Henfridsson, Ola and Shaikh, Maha and Parker, Geoffrey",2020
mixed,mixed_548,mixed_4667,Nature and Nurture: The Impact of Automaticity and the Structuration of Communication on Virtual Team Behavior and Performance,"Bartelt, Valerie L. and Dennis, Alan R.",2014,NATURE AND NURTURE: THE IMPACT OF AUTOMATICITY AND THE STRUCTURATION OF COMMUNICATION ON VIRTUAL TEAM BEHAVIOR AND PERFORMANCE,"Bartelt, Valerie L and Dennis, Alan R",nan
mixed,mixed_3376,mixed_1700,Linking Exploits from the Dark Web to Known Vulnerabilities for Proactive Cyber Threat Intelligence: An Attention-Based Deep Structured Semantic Model,"Samtani, Sagar and Chai, Yidong and Chen, Hsinchun",2022,Linking Exploits from the Dark Web to Known Vulnerabilities for Proactive Cyber Threat Intelligence: An Attention-Based Deep Structured Semantic Model,"Samtani, Sagar and Chai, Yidong and Chen, Hsinchun",2022
mixed,mixed_3077,mixed_362,A Configural Approach to Coordinating Expertise in Software Development Teams,"Kudaravalli, Srinivas and Faraj, Samer and Johnson, Steven L.",2017,A Configural Approach to Coordinating Expertise in Software Development Teams,"Kudaravalli, Srinivas and Faraj, Samer and Johnson, Steven L.",2017
mixed,mixed_1553,mixed_2353,Personal Computing Acceptance Factors in Small Firms: A Structural Equation Model,"Igbaria, Magid and Zinatelli, Nancy and Cragg, Paul and Cavaye, Angele L. M.",1997,Personal Computing Acceptance Factors in Small Firms - A Structural Equation Model,"Igbaria, Magid and Zinatelli, Nancy and Cragg, Paul B. and Cavaye, Angèle L. M.",1997
mixed,mixed_2537,mixed_632,Editor's Comments,"Weber, Ron",2004,Editor's Comments,Weber,2003
mixed,mixed_2793,mixed_41,"Information Technology Outsourcing, Knowledge Transfer, and Firm Productivity - An Empirical Analysis","Chang, Young Bong and Gurbaxani, Vijay",2012,"Information Technology Outsourcing, Knowledge Transfer, and Firm Productivity: An Empirical Analysis",Chang and Gurbaxani,2012
mixed,mixed_554,mixed_2825,Style Composition in Action Research Publication,Mathiassen and Chiasson and Germonprez,2012,Style Composition in Action Research Publication,"Mathiassen, Lars and Chiasson, Mike W. and Germonprez, Matt",2012
mixed,mixed_4850,mixed_192,On the Test-Retest Reliability of Perceived Usefulness and Perceived Ease of Use Scales,"Hendrickson, Anthony R and Massey, Patti D and Cronan, Timothy Paul",nan,On the Test-Retest Reliability of Perceived Usefulness and Perceived Ease of Use Scales,"Hendrickson, Anthony R. and Massey, Patti D. and Cronan, Timothy Paul",1993
mixed,mixed_3837,mixed_715,ABSORPTIVE CAPACITY CONFIGURATIONS IN SUPPLY CHAINS: GEARING FOR PARTNER-ENABLED MARKET KNOWLEDGE CREATION 1,"Malhotra Kenan-Flagler, Arvind and Gosain, Sanjay and Smith, Robert H and Sawy, Omar A El",nan,Absorptive Capacity Configurations in Supply Chains: Gearing for Partner-Enabled Market Knowledge Creation,Malhotra and Gosain and Sawy,2005
mixed,mixed_3745,mixed_910,INFORMATION SYSTEMS OFFSHORING: RESEARCH STATUS AND ISSUES,"King, William R and Katz, Joseph M and Torkzadeh, Gholamreza and Mortensen, Mark",nan,Information Systems Offshoring: Research Status and Issues,King and Torkzadeh,2008
mixed,mixed_5310,mixed_1758,COMPARING PLATFORM OWNERS' EARLY AND LATE ENTRY INTO COMPLEMENTARY MARKETS 1,"Shi, Runyu and Aaltonen, Aleksi and Henfridsson, Ola and Gopal, Ram D",nan,Comparing Platform Owners’ Early and Late Entry into Complementary Markets,"Shi, Runyu and Aaltonen, Aleksi and Henfridsson, Ola and Gopal, Ram",2023
mixed,mixed_3304,mixed_1065,The CARE Theory of Dignity Amid Personal Data Digitalization,"Leidner, Dorothy E. and Tona, Olgerta",2021,The CARE Theory of Dignity Amid Personal Data Digitalization,"Leidner, Dorothy E. and Tona, Olgerta",2021
mixed,mixed_1963,mixed_325,Online Computer Auditing Through Continuous and Intermittent Simulation,"Koch, Harvey S.",1981,Online Computer Auditing through Continuous and Intermittent Simulation,"Koch, Harvey S.",1981
mixed,mixed_4039,mixed_46,OPTIMAL ASSET TRANSFER IN IT OUTSOURCING CONTRACTS 1,"Shivendu, Shivendu and Zeng, David and Gurbaxani, Vijay",nan,Optimal Asset Transfer in IT Outsourcing Contracts,"Shivendu, Shivendu and Zeng, David and Gurbaxani, Vijay",2020
mixed,mixed_2238,mixed_363,Factors Affecting Software Developers' Performance - An Integrated Approach,"Rasch, Ronald H. and Tosi, Henry L.",1992,Factors Affecting Software Developers' Performance: An Integrated Approach,"Rasch, Ronald H. and Tosi, Henry L.",1992
mixed,mixed_4030,mixed_2305,The Use of Information Technology to Enhance Management School Education: A Theoretical View,"Leidner, Dorothy E and Jarvenpaa, Sirkka L",nan,The Use of Information Technology to Enhance Management School Education - A Theoretical View,"Leidner, Dorothy E. and Jarvenpaa, Sirkka L.",1995
mixed,mixed_1808,mixed_4651,Playing to the Crowd: Digital Visibility and the Social Dynamics of Purchase Disclosure,"Rhue, Lauren and Sundararajan, Arun",2019,PLAYING TO THE CROWD? DIGITAL VISIBILITY AND THE SOCIAL DYNAMICS OF PURCHASE DISCLOSURE 1,"Rhue, Lauren and Sundararajan, Arun",nan
mixed,mixed_203,mixed_3095,External Knowledge and Information Technology: Implications for Process Innovation Performance,"Trantopoulos, Konstantinos and von Krogh, Georg and Wallin, Martin W. and Woerter, Martin",2017,External Knowledge and Information Technology - Implications for Process Innovation Performance,"Trantopoulos, Konstantinos and von Krogh, Georg and Wallin, Martin W. and Woerter, Martin",2017
mixed,mixed_4055,mixed_1007,WHY SHOULD I SHARE? EXAMINING SOCIAL CAPITAL AND KNOWLEDGE CONTRIBUTION IN ELECTRONIC NETWORKS OF PRACTICE 1,"Mclure, Molly and Faraj, Samer",nan,Why Should I Share? Examining Social Capital and Knowledge Contribution in Electronic Networks of Practice,Wasko and Faraj,2005
mixed,mixed_2672,mixed_201,The Design Theory Nexus,"Pries-Heje, Jan and Baskerville, Richard L.",2008,The Design Theory Nexus,Pries-Heje and Baskerville,2008
mixed,mixed_3566,mixed_2103,Price and Value of Decision Support Systems,"Pieptea, Dan R and Anderson, Evan",nan,Price and Value of Decision Support Systems,"Pieptea, Dan R. and Anderson, Evan",1987
mixed,mixed_718,mixed_4836,Technology Adaptation: The Case of a Computer-Supported Inter-Organizational Virtual Team,"Majchrzak, Ann and Rice, Ronald E. and Malhotra, Arvind and King, Nelson and Ba, Sulin",2000,TECHNOLOGY ADAPTATION: THE CASE OF A COMPUTER-SUPPORTED INTER-ORGANIZATIONAL VIRTUAL TEAM 1,"Majchrzak, Ann and Management, Operations and Rice, Ronald E and Malhotra, Arvind and King, Nelson and Ba, Sulin",nan
mixed,mixed_2232,mixed_4538,The Impact of Data Integration on the Costs and Benefits of Information Systems,"Goodhue, Dale L. and Wybo, Michael D. and Kirsch, Laurie J.",1992,The Impact of Data Integration on the Costs and Benefits of Information Systems,"Goodhue, Dale L and Wybo, Michael D and Kirsch, Laurie J",nan
mixed,mixed_3664,mixed_2738,THE EFFECTS OF TREE-VIEW BASED PRESENTATION ADAPTATION ON MOBILE WEB BROWSING 1,"Adipat, Boonlit and Zhang, Dongsong and Zhou, Lina",nan,The Effects of Tree-View Based Presentation Adaptation on Model Web Browsing,"Adipat, Boonlit and Zhang, Dongsong and Zhou, Lina",2011
mixed,mixed_461,mixed_2033,Critical Success Factor Analysis as a Methodology for MIS Planning,"Shank, Michael E. and Boynton, Andrew C. and Zmud, Robert W.",1985,SIM Competition Paper - Critical Success Factor Analysis as a Methodology for MIS Planning,"Shank, Michael E. and Boynton, Andrew C. and Zmud, Robert W.",1985
mixed,mixed_3975,mixed_170,AN ALTERNATIVE TO METHODOLOGICAL INDIVIDUALISM: A NON-REDUCTIONIST APPROACH TO STUDYING TECHNOLOGY ADOPTION BY GROUPS 1,"Sarker, Saonee and Valacich, Joseph S",nan,An Alternative to Methodological Individualism: A Non-Reductionist Approach to Studying Technology Adoption by Groups,Sarker and Valacich,2010
mixed,mixed_4906,mixed_2384,Coping With Systems Risk: Security Planning Models for Management Decision Making 1,"Straub, Detmar W and Welke, Richard J",nan,Coping With Systems Risk - Security Planning Models for Management Decision Making,"Straub, Detmar W. and Welke, Richard J.",1998
mixed,mixed_1285,mixed_3949,Measuring Information System Service Quality: SERVQUAL from the Other Side,"Jiang, James J. and Klein, Gary and Carr, Christopher L.",2002,MEASURING INFORMATION SYSTEM SERVICE QUALITY: SERVQUAL FROM THE OTHER SIDE 1,"Jiang, James J and Klein, Gary and Carr, Christopher L",nan
mixed,mixed_4627,mixed_1990,Approaches to Strategic Planning for Information Resource Management (IRM) in Multinational Corporations,"Selig, Gad J",nan,Approaches to Strategic Planning for Information Resource Management (IRM) in Multinational Corporations,"Selig, Gad J.",1982
mixed,mixed_5076,mixed_2798,THE ROLES OF THEORY IN CANONICAL ACTION RESEARCH 1,"Davison, Robert M and Martinsons, Maris G and Ou, Carol X J",nan,The Roles of Theory in Canonical Action Research,"Davison, Robert M. and Martinsons, Maris G. and Ou, Carol Xiaojuan",2012
mixed,mixed_900,mixed_2180,An Empirical Investigation of the Relationship between DSS Usage and System Performance: A Case Study of a Navigation Support System,"Blanc, Louis A. Le and Kozar, Kenneth A.",1990,An Empirical Investigation of the Relationship Between DSS Usage and System Performance - A Case Study of a Navigation Support System,"Le Blanc, Louis A. and Kozar, Kenneth A.",1990
mixed,mixed_4427,mixed_1561,TIME FLIES WHEN YOU'RE HAVING FUN: COGNITIVE ABSORPTION AND BELIEFS ABOUT INFORMATION TECHNOLOGY USAGE 1,"Agarwal, Ritu and Smith, Robert H and Karahanna, Elena",nan,Time Flies When You're Having Fun: Cognitive Absorption and Beliefs about Information Technology Usage,"Agarwal, Ritu and Karahanna, Elena",2000
mixed,mixed_374,mixed_3314,From Representation to Mediation: A New Agenda for Conceptual Modeling Research in a Digital World,"Recker, Jan and Lukyanenko, Roman and Jabbari, Mohammad and Samuel, Binny M. and Castellanos, Arturo",2021,From Representation to Mediation: A New Agenda for Conceptual Modeling Research in a Digital World,"Recker, Jan and Lukyanenko, Roman and Jabbari, Mohammad and Samuel, Binny M. and Castellanos, Arturo",2021
mixed,mixed_387,mixed_4607,Sustaining Process Improvement and Innovation in the Information Services Function: Lessons Learned at the Bose Corporation,"Harkness, Warren L. and Kettinger, William J. and Segars, Albert H.",1996,Sustaining Process Improvement and Innovation In the Information Services Function: Lessons Learned at the Bose Corporation1,"Harkness, Warren L and Kettinger, William J and Segars, Albert H",nan
mixed,mixed_184,mixed_2880,Digital Business Strategy and Value Creation: Framing the Dynamic Cycle of Control Points,"Pagani, Margherita",2013,Digital Business Strategy and Value Creation - Framing the Dynamic Cycle of Control Points,"Pagani, Margherita",2013
mixed,mixed_547,mixed_4546,A Team Approach to Managing the Development of a Decision Support System,"Locander, William B. and Napier, H. Albert and Scamell, Richard W.",1979,A TEAM APPROACH TO MANAGING THE DEVELOPMENT OF A DECISION SUPPORT SYSTEM,"Locander, William B and Albert Napier, H. and Scamell, Richard W",nan
mixed,mixed_844,mixed_4301,Electronic Health Records: How Can IS Researchers Contribute to Transforming Healthcare?,"Kohli, Rajiv and Tan, Sharon Swee-Lin",2016,ELECTRONIC HEALTH RECORDS: HOW CAN IS RESEARCHERS CONTRIBUTE TO TRANSFORMING HEALTHCARE? 1 Rajiv Kohli,"Mason, Raymond A and Swee, Sharon and Tan, Lin",nan
mixed,mixed_1836,mixed_3144,Collective Information System Use: A Typological Theory,"Negoita, Bogdan and Lapointe, Liette and Rivard, Suzanne",2018,Collective Information System Use - A Typological Theory,"Negoita, Bogdan and Lapointe, Liette and Rivard, Suzanne",2018
mixed,mixed_3124,mixed_630,Examining the Impact of Keyword Ambiguity on Search Advertising Performance - A Topic Model Approach,"Gong, Jing and Abhishek, Vibhanshu and Li, Beibei",2018,Examining the Impact of Keyword Ambiguity on Search Advertising Performance: A Topic Model Approach,"Gong, Jing and Abhisek, Vibhanshu and Li, Beibei",2018
mixed,mixed_5350,mixed_3459,THE ENTRAINMENT OF TASK ALLOCATION AND RELEASE CYCLES IN OPEN SOURCE SOFTWARE DEVELOPMENT 1,"Lindberg, Aron and Schecter, Aaron and Berente, Nicholas and Hennel, Phil and Lyytinen, Kalle",nan,The Entrainment of Task Allocation and Release Cycles in Open Source Software Development,"Lindberg, Aron and Schecter, Aaron and Berente, Nicholas and Hennel, Phil and Lyytinen, Kalle",2024
mixed,mixed_2827,mixed_316,Information Technology and Firm Profitability - Mechanisms and Empirical Evidence,"Mithas, Sunil and Tafti, Ali and Bardhan, Indranil R. and Goh, Jie Mein",2012,Information Technology and Firm Profitability: Mechanisms and Empirical Evidence,Mithas and Tafti and Bardhan and Goh,2012
mixed,mixed_5246,mixed_1813,THE PATH OF THE RIGHTEOUS: USING TRACE DATA TO UNDERSTAND FRAUD DECISIONS IN REAL TIME 1,"Weinmann, Markus and Valacich, Joseph S and Schneider, Christoph and Jenkins, Jeffrey L and Hibbeln, Martin",nan,The Path of the Righteous: Using Trace Data to Understand Fraud Decisions in Real Time,"Weinmann, Markus and Valacich, Joseph and Schneider, Christoph and Jenkins, Jeffrey and Hibbeln, Martin",2022
mixed,mixed_4228,mixed_1286,"INFORMATION TECHNOLOGY RELATEDNESS, KNOWLEDGE MANAGEMENT CAPABILITY, AND PERFORMANCE OF MULTIBUSINESS FIRMS 1","Tanriverdi, Hüseyin",nan,"Information Technology Relatedness, Knowledge Management Capability, and Performance of Multibusiness Firms",Tanriverdi,2005
mixed,mixed_1011,mixed_2360,Measuring Information Systems Service Quality: Concerns for a Complete Canvas,"Pitt, Leyland F. and Watson, Richard T. and Kavan, C. Bruce",1997,Measuring Information Systems Service Quality - Concerns for a Complete Canvas,"Pitt, Leyland F. and Watson, Richard T. and Kavan, C. Bruce",1997
mixed,mixed_4452,mixed_745,Measuring Information Systems Service Quality: Lessons From Two Longitudinal Case Studies 1,"Watson, Richard T and Pitt, Leyland F and Kavan, C. Bruce",nan,Measuring Information Systems Service Quality: Lessons from Two Longitudinal Case Studies,"Watson, Richard T. and Pitt, Leyland F. and Kavan, C. Bruce",1998
mixed,mixed_2199,mixed_4345,The Marriage of Retail Marketing and Information Systems Technology - The Zellers Club Z Experience,"Wrightman, Kenneth R.",1990,The Marriage of Retail Marketing and Information Systems Technology: The Zellers Club Z Experience,"Wightman, Kenneth R",nan
mixed,mixed_3994,mixed_163,UNDERSTANDING MINDSHIFT LEARNING: THE TRANSITION TO OBJECT-ORIENTED DEVELOPMENT 1,"Armstrong, Deborah J and Hardgrave, Bill C",nan,Understanding Mindshift Learning: The Transition to Object-Oriented Development,Armstrong and Hardgrave,2007
mixed,mixed_364,mixed_3494,Structuring Time and Task in Electronic Brainstorming,"Dennis, Alan R. and Aronson, Jay E. and Heninger, William G. and Walker, Edward D.",1999,Structuring Time and Task in Electronic Brainstorming,"Mis - Rterly, C. and Dennis, Alan R and Aronson, Jay E and Heninger, William G and Walker, Edward D",nan
mixed,mixed_3631,mixed_2856,INFORMATION TECHNOLOGY AND BUSINESS-LEVEL STRATEGY: TOWARD AN INTEGRATED THEORETICAL PERSPECTIVE 1,"Drnevich, Paul L and Croson, David C",nan,Information Technology and Business-Level Strategy - Toward an Integrated Theoretical Perspective,"Drnevich, Paul Louis and Croson, David C.",2013
mixed,mixed_1012,mixed_1956,Evaluating Information System Effectiveness - Part I: Comparing Evaluation Approaches,"Hamilton, Scott and Chervany, Norman L.",1981,Evaluating Information Systems Effectiveness - Part I - Comparing Evaluation Approaches,"Hamilton, Scott and Chervany, Norman L.",1981
mixed,mixed_2849,mixed_1429,Changes in Employees' Job Characteristics During an Enterprise System Implementation - A Latent Growth Modeling Perspective,"Bala, Hillol and Venkatesh, Viswanath",2013,Changes in Employees' Job Characteristics During an Enterprise System Implementation: A Latent Growth Modeling Perspective,"Bala, Hillol and Venkatesh, Viswanath",2013
mixed,mixed_803,mixed_356,Editor's Comments: What Does It Take for a Journal to Be Global?,Saunders,2006,Editor's Comments: Necessary Changes,Saunders,2006
mixed,mixed_1506,mixed_2580,The Relative Advantage of Electronic Channels: A Multidimensional View,Choudhury and Karahanna,2008,The Relative Advantage of Electronic Channels - A Multidimensional View,"Choudhury, Vivek and Karahanna, Elena",2006
mixed,mixed_3075,mixed_3635,Prominence and Interpretation of Online Conflict of Interest Disclosures,"Jensen, Matthew L. and Yetgin, Emre",2017,PROMINENCE AND INTERPRETATION OF ONLINE CONFLICT OF INTEREST DISCLOSURES 1,"Jensen, Matthew L and Yetgin, Emre",nan
mixed,mixed_1908,mixed_3217,Governance and ICT4D Initiative Success: A Longitudinal Field Study of Ten Villages in Rural India,"Venkatesh, Viswanath and Sykes, Tracy Ann and Rai, Arun and Setia, Pankaj",2019,Governance and ICT4D Initiative Success - A Longitudinal Field Study of Ten Villages in Rural India,"Venkatesh, Viswanath and Sykes, Tracy Ann and Rai, Arun and Setia, Pankaj",2019
mixed,mixed_2168,mixed_92,SIM Paper Competition - Managing the Merger - Building Partnership Through IT Planning at the New Baxter,"Main, Thomas J. and Short, James E.",1989,Managing the Merger: Building Partnership through IT Planning at the New Baxter,"Main, Thomas J. and Short, James E.",1989
mixed,mixed_3270,mixed_1094,Chronic Disease Management: How IT and Analytics Create Healthcare Value Through the Temporal Displacement of Care,"Thompson, Steve and Whitaker, Jonathan and Kohli, Rajiv and Jones, Craig",2020,Chronic Disease Management: How IT and Analytics Create Healthcare Value Through the Temporal Displacement of Care,"Thompson, Steve and Whitaker, Jonathan and Kohli, Rajiv and Jones, Craig",2020
mixed,mixed_3734,mixed_478,Future Role of the Information Systems Executive,"Rockart, John F and Ball, Leslie and Bullen, Christine V",1981,Future Role of the Information Systems Executive,"Rockart, John F. and Ball, Leslie and Bullen, Christine V.",1982
mixed,mixed_1931,mixed_156,Impact of Organizational Maturity on Information System Skill Needs,"Benbasat, Izak and Dexter, Albert S. and Mantha, Robert W.",1980,Impact of Organizational Maturity on Information System Skill Needs,"Benbasat, Izak and Dexter, Albert S. and Mantha, Robert W.",1980
mixed,mixed_144,mixed_4697,Is AI Ground Truth Really True? The Dangers of Training and Evaluating AI Tools Based on Experts’ Know-What,"Lebovitz, Sarah and Levina, Natalia and Lifshitz-Assa, Hila",2021,IS AI GROUND TRUTH REALLY TRUE? THE DANGERS OF TRAINING AND EVALUATING AI TOOLS BASED ON EXPERTS' KNOW-WHAT 1,"Lebovitz, Sarah and Levina, Natalia and Lifshitz-Assaf, Hila",nan
mixed,mixed_594,mixed_2401,"Six Myths of Information and Markets: Information Technology Networks, Electronic Commerce, and the Battle for Consumer Surplus","Grover, Varun and Ramanlal, Pradipkumar",1999,"Six Myths of Information and Markets - Information Technology Networks, Electronic Commerce, and The Battle for Consumer Surplus","Grover, Varun and Ramanlal, Pradipkumar",1999
mixed,mixed_4029,mixed_1845,HOW TECHNOLOGY-AFFORDED PRACTICES AT THE MICRO-LEVEL CAN GENERATE CHANGE AT THE FIELD LEVEL: THEORIZING THE RECURSIVE MECHANISM ACTUALIZED IN SWEDISH RHEUMATOLOGY 2000-2014 1,"Essén, Anna and Winterstorm Värlander, Sara",nan,How Technology-Afforded Practices at the Micro-Level can Generate Change at the Field Level: Theorizing the Recursive Mechanism Actualized in Swedish Rheumatology 2000-2014,"Essén, Anna and Värlander, Sara Winterstorm",2019
mixed,mixed_3837,mixed_2556,ABSORPTIVE CAPACITY CONFIGURATIONS IN SUPPLY CHAINS: GEARING FOR PARTNER-ENABLED MARKET KNOWLEDGE CREATION 1,"Malhotra Kenan-Flagler, Arvind and Gosain, Sanjay and Smith, Robert H and Sawy, Omar A El",nan,Absorptive Capacity Configurations in Supply Chains - Gearing for Partner-Enabled Market Knowledge Creation,"Malhotra, Arvind and Gosain, Sanjay and Sawy, Omar El",2005
mixed,mixed_1579,mixed_3373,"How Do Organizations Learn from Information System Incidents? A Synthesis of the Past, Present, and Future","Rezazade Mehrizi, Mohammad H. and Nicolini, Davide and Rodon, Joan",2022,"How Do Organizations Learn from Information System Incidents? A Synthesis of the Past, Present, and Future","Mehrizi, Mohammad Hosein Rezazade and Nicolini, Davide and Rodon, Joan",2022
mixed,mixed_1896,mixed_3450,Privacy Breaches and the Effect of Customer Notification,"Kim, Jeong-Bon and Wang, Chong and Wu, Feng (Harry)",2024,Privacy Breaches and the Effect of Customer Notification,"Kim, Jeong-Bon and Wang, Chong and Wu, Feng",2024
mixed,mixed_3391,mixed_1721,Unintended Emotional Effects of Online Health Communities: A Text Mining-Supported Empirical Study,"Zhou, Jiaqi and Zhang, Qingpeng and Zhou, Sijia and Li, Xin and Zhang, Xiaoquan",2023,Unintended Emotional Effects of Online Health Communities: A Text Mining-Supported Empirical Study,"Zhou, Jiaqi and Zhang, Qingpeng and Zhou, Sijia and Li, Xin and Zhang, Xiaoquan (Michael)",2023
mixed,mixed_2099,mixed_284,The Impact of Automated Office Systems on Middle Managers and Their Work,"Millman, Zeeva and Hartwick, Jon",1987,The Impact of Automated Office Systems on Middle Managers and Their Work,"Millman, Zeeva and Hartwick, Jon",1987
mixed,mixed_609,mixed_2979,The Algorithm and the Crowd: Considering the Materiality of Service Innovation,"Orlikowski, Wanda J. and Scott, Susan V.",2015,The Algorithm and the Crowd - Considering the Materiality of Service Innovation,"Orlikowski, Wanda J. and Scott, Susan V.",2015
mixed,mixed_4071,mixed_2676,ARE TWO HEADS BETTER THAN ONE FOR SOFTWARE DEVELOPMENT? THE PRODUCTIVITY PARADOX OF PAIR PROGRAMMING 1,"Balijepally, Venugopal and Mahapatra, Radhakanta and Nerur, Sridhar and Price, Kenneth H",nan,Are Two Heads Better than One for Software Development? The Productivity Paradox of Pair Programming,"Balijepally, Venugopal and Mahapatra, RadhaKanta and Nerur, Sridhar P. and Price, Kenneth H.",2009
mixed,mixed_2882,mixed_1103,Insiders' Protection of Organizational Information Assets - Development of a Systematics-Based Taxonomy and Theory of Diversity for Protection-Motivated Behaviors,"Posey, Clay and Roberts, Tom L. and Lowry, Paul Benjamin and Bennett, Rebecca J. and Courtney, James F.",2013,Insiders’ Protection of Organizational Information Assets: Development of a Systematics-Based Taxonomy and Theory of Diversity for Protection-Motivated Behaviors,"Posey, Clay and Roberts, Tom L. and Lowry, Paul Benjamin and Bennett, Rebecca J. and Courtney, James F.",2013
mixed,mixed_2036,mixed_646,Changing Role of the Corporate Information Systems Officer,"Benjamin, Robert I. and Dickinson, Charles and Rockart, John F.",1985,Changing Role of the Corporate Information Systems Officer,"Benjamin, Robert I. and Dickinson, Charles and Rockart, John F.",1985
mixed,mixed_339,mixed_4894,AI on Drugs: Can Artificial Intelligence Accelerate Drug Development? Evidence from a Large-Scale Examination of Bio-Pharma Firms,"Lou, Bowen and Wu, Lynn",2021,SPECIAL ISSUE: MANAGING AI AI ON DRUGS: CAN ARTIFICIAL INTELLIGENCE ACCELERATE DRUG DEVELOPMENT? EVIDENCE FROM A LARGE-SCALE EXAMINATION OF BIO-PHARMA FIRMS 1,"Lou, Bowen and Wu, Lynn",nan
mixed,mixed_4728,mixed_1245,How MUCH BANDWIDTH IS ENOUGH? A LONGITUDINAL EXAMINATION OF MEDIA CHARACTERISTICS AND GROUP OUTCOMES 1,"Burke, Kelly and Chidambaram, Laku",nan,How Much Bandwidth Is Enough? A Longitudinal Examination of Media Characteristics and Group Outcomes,"Burke, Kelly and Chidambaram, Laku",1999
mixed,mixed_2890,mixed_1390,Talking about Technology - The Emergence of a New Actor Category Through New Media,"Vaast, Emmanuelle and Davidson, Elizabeth J. and Mattson, Thomas",2013,Talking about Technology: The Emergence of a New Actor Category Through New Media,"Vaast, Emmanuelle and Davidson, Elizabeth J. and Mattson, Thomas",2013
mixed,mixed_4968,mixed_2808,TOWARD A NEW THEORY OF THE CONTRIBUTION OF THE IT FUNCTION IN ORGANIZATIONS 1,"Guillemette, Manon G and Paré, Guy",nan,Toward a New Theory of the Contribution of the IT Function in Organizations,"Guillemette, Manon Ghislaine and Paré, Guy",2012
mixed,mixed_125,mixed_4515,Contract Design Choices and the Balance of Ex Ante and Ex Post Transaction Costs in Software Development Outsourcing,"Benaroch, Michel and Lichtenstein, Yossi and Fink, Lior",2016,CONTRACT DESIGN CHOICES AND THE BALANCE OF EX ANTE AND EX POST TRANSACTION COSTS IN SOFTWARE DEVELOPMENT OUTSOURCING 1,"Benaroch, Michel and Lichtenstein, Yossi and Fink, Lior",nan
mixed,mixed_1529,mixed_3648,The Experts in the Crowd: The Role of Experienced Investors in a Crowdfunding Market,"Keongtae, Kim and Visawanathan, Siva",2019,THE EXPERTS IN THE CROWD: THE ROLE OF EXPERIENCED INVESTORS IN A CROWDFUNDING MARKET 1,"Kim, Keongtae and Viswanathan, Siva",nan
mixed,mixed_1450,mixed_2190,EIS: It Can Work in the Public Sector,"Mohan, Lakshmi and Holstein, William K. and Adams, Robert B.",1990,EIS - It Can Work in the Public Sector,"Mohan, Lakshmi and Holstein, William K. and Adams, Robert B.",1990
mixed,mixed_5088,mixed_2105,Semi-Structured Recurring Decisions: An Experimental Study of Decision Making Models and Some Suggestions for DSS,"Remus, William and Kottemann, Jeffrey E",nan,Semi-Structured Recurring Decisions - An Experimental Study of Decision Making Models and Some Suggestions for DSS,"Remus, William and Kotteman, Jeffery E.",1987
mixed,mixed_4311,mixed_2406,THE UNTAPPED POTENTIAL OF IT CHARGEBAcK t,"Ross, Jeanne W and Vitale, Michael R and Mathis Beath, Cynthia and Cba",nan,The Untapped Potential of IT Chargeback,"Ross, Jeanne W. and Vitale, Michael and Beath, Cynthia Mathis",1999
mixed,mixed_4389,mixed_367,Reconstructing the Systems Development Organization,"Swanson, E. Burton and Beath, Cynthia M",nan,Reconstructing the Systems Development Organization,"Swanson, E. Burton and Beath, Cynthia M.",1989
