dataset,id1,id2,title1,author1,year1,title2,author2,year2
mixed,mixed_1123,mixed_1925,Toward a Comprehensive Framework for MIS Research,"Nolan, Richard L. and Wetherbe, James C.",1980,Invited Article - Toward a Comprehensive Framework for MIS Research,"Nolan, Richard L. and Wetherbe, James C.",1980
mixed,mixed_2942,mixed_1442,Theorization and Translation in Information Technology Institutionalization - Evidence from Danish Home Care,"Nielsen, Jeppe Agger and Mathiassen, Lars and Newell, Sue",2014,Theorization and Translation in Information Technology Institutionalization: Evidence from Danish Home Care,"Nielsen, Jeppe Agger and Mathiassen, Lars and Newell, Sue",2014
mixed,mixed_2052,mixed_5038,Alternative Measures of Systems Effectiveness - Associations and Implications,"Srinivasan, Ananth",1985,Measures of System Effectiveness Alternative Measures of System Effectiveness: Associations and Implications,"Srinivasan, Ananth",nan
mixed,mixed_2603,mixed_649,Professional Versus Political Contexts - Institutional Mitigation and the Transaction Cost Heuristic in Information Systems Outsourcing,"Miranda, Shaila M. and Kim, Yong-Mi",2006,Professional versus Political Contexts: Institutional Mitigation and the Transaction Cost Heuristic in Information Systems Outsourcing,Miranda and Kim,2006
mixed,mixed_190,mixed_2903,"Trust, Satisfaction, and Online Repurchase Intention: The Moderating Role of Perceived Effectiveness of E-Commerce Institutional Mechanisms","Fang, Yulin and Qureshi, Israr and Sun, Heshan and McCole, Patrick and Ramsey, Elaine and Lim, Kai H.",2014,"Trust, Satisfaction, and Online Repurchase Intention - The Moderating Role of Perceived Effectiveness of E-Commerce Institutional Mechanisms","Fang, Yulin and Qureshi, Israr and Sun, Heshan and McCole, Patrick and Ramsey, Elaine and Lim, Kai H.",2014
mixed,mixed_5093,mixed_784,INFORMATION SYSTEMS THEORIZING BASED ON EVOLUTIONARY PSYCHOLOGY: AN INTERDISCIPLINARY REVIEW AND THEORY INTEGRATION FRAMEWORK 1,"Kock, Ned",nan,Information Systems Theorizing Based on Evolutionary Psychology: An Interdisciplinary Review and Theory Integration Framework,Kock,2009
mixed,mixed_4701,mixed_709,MEASUREMENT AND MEANING IN INFORMATION SYSTEMS AND ORGANIZATIONAL RESEARCH: METHODOLOGICAL AND PHILOSOPHICAL FOUNDATIONS 1,"Bagozzi, Richard P",nan,Measurement and Meaning in Information Systems and Organizational Research: Methodological and Philosophical Foundations,Bagozzi,2011
mixed,mixed_2990,mixed_4155,Fairness in the Institutional Valuaton of Business Journals,"Templeton, Gary F. and Lewis, Bruce R.",2015,FAIRNESS IN THE INSTITUTIONAL VALUATION OF BUSINESS JOURNALS 1,"Templeton, Gary F and Lewis, Bruce R",nan
mixed,mixed_4000,mixed_710,THE COMPENSATORY INTERACTION BETWEEN USER CAPABILITIES AND TECHNOLOGY CAPABILITIES IN INFLUENCING TASK PERFORMANCE: AN EMPIRICAL ASSESSMENT IN TELEMEDICINE CONSULTATIONS 1,"Serrano, Christina and Karahanna, Elena",nan,The Compensatory Interaction Between User Capabilities and Technology Capabilities in Influencing Task Performance: An Empirical Assessment in Telemedicine Consultations,"Serrano, Christina and Karahanna, Elena",2016
mixed,mixed_4901,mixed_787,THE DEVELOPMENT OF THE PERCEIVED DISTINCTIVENESS ANTECEDENT OF INFORMATION SYSTEMS PROFESSIONAL IDENTITY 1,"Riemenschneider, Cynthia K and Armstrong, Deborah J",nan,The Development of the Perceived Distinctiveness Antecedent of Information Systems Professional Identity,"Riemenschneider, Cynthia and Armstrong, Deborah",2021
mixed,mixed_3916,mixed_2747,ARGUING THE VALUE OF VIRTUAL WORLDS: PATTERNS OF DISCURSIVE SENSEMAKING OF AN INNOVATIVE TECHNOLOGY 1,"Berente, Nicholas and Hansen, Sean and Pike, Jacqueline C and Bateman, Patrick J",nan,Arguing the Value of Virtual Worlds - Patterns of Discursive Sensemaking of an Innovative Technology,"Berente, Nicholas and Hansen, Sean W. and Pike, Jacqueline and Bateman, Patrick J.",2011
mixed,mixed_1757,mixed_5345,Extracting Actionable Insights from Text Data: A Stable Topic Model Approach,"Yang, Yi and Subramanyam, Ramanath",2022,EXTRACTING ACTIONABLE INSIGHTS FROM TEXT DATA: A STABLE TOPIC MODEL APPROACH 1,"Yang, Yi and Subramanyam, Ramanath",nan
mixed,mixed_3513,mixed_833,Managing Telecommunications by Steering Committee',"Torkzadeh, Gholamreza and Xia, Weidong",nan,Managing Telecommunications by Steering Committee,"Torkzadeh, Gholamreza and Xia, Weidong",1992
mixed,mixed_4444,mixed_993,SHAPING AGILITY THROUGH DIGITAL OPTIONS: RECONCEPTUALIZING THE ROLE OF INFORMATION TECHNOLOGY IN CONTEMPORARY FIRMS 1,"Sambamurthy, V. and Broad, Eli and Bharadwaj, Anandhi and Grover, Varun",nan,Shaping Agility through Digital Options: Reconceptualizing the Role of Information Technology in Contemporary Firms,Sambamurthy and Bharadwaj and Grover,2003
mixed,mixed_420,mixed_4012,The IS Expectation Gap: Industry Expectations versus Academic Preparation,"Trauth, Eileen M. and Farwell, Douglas W. and Lee, Denis",1993,The IS Expectation Gap: Industry Expectations Versus Academic Preparation,"Trauth, Eileen M and Lee, Denis",nan
mixed,mixed_3787,mixed_3327,EARLY BIRD VERSUS LATE OWL: AN EMPIRICAL INVESTIGATION OF INDIVIDUAL SHOPPING TIME HABIT AND ITS EFFECTS 1,"Zhang, Ziqiong and Zhang, Zili and Chen, Pei-Yu",nan,Early Bird Versus Late Owl: An Empirical Investigation of Individual Shopping Time Habits and its Effects,"Zhang, Ziqiong and Zhang, Zili and Chen, Pei-yu",2021
mixed,mixed_4583,mixed_2525,"INFORMATING THE CLAN: CONTROLLING PHYSICIANS' COSTS AND OUTCOMES 1, 2","Kohli, Rajiv and Department, Management and Kettinger, William J",nan,Informating the Clan - Controlling Physicians' Costs and Outcomes,"Kohli, Rajiv and Kettinger, William J.",2004
mixed,mixed_102,mixed_4793,The Effects of Participating in a Physician-Driven Online Health Community in Managing Chronic Disease: Evidence from Two Natural Experiments,"Liu, Qianqian Ben and Liu, Xiaoxiao and Guo, Xitong",2020,THE EFFECTS OF PARTICIPATING IN A PHYSICIAN-DRIVEN ONLINE HEALTH COMMUNITY IN MANAGING CHRONIC DISEASE: EVIDENCE FROM TWO NATURAL EXPERIMENTS 1,"Qianqian, Ben and Liu and Liu, Xiaoxiao and Guo, Xitong",nan
mixed,mixed_1822,mixed_3517,"Shackled to the Status Quo: The Inhibiting Effects of Incumbent System Habit, Switching Costs, and Inertia on New System Acceptance","Polites, Greta L. and Karahanna, Elena",2012,"SHACKLED TO THE STATUS QUO: THE INHIBITING EFFECTS OF INCUMBENT SYSTEM HABIT, SWITCHING COSTS, AND INERTIA ON NEW SYSTEM ACCEPTANCE 1","Polites, Greta L and Karahanna, Elena",nan
mixed,mixed_1723,mixed_5272,Unifying Algorithmic and Theoretical Perspectives: Emotions in Online Reviews and Sales,"Yu, Yifan and Yang, Yang and Huang, Jinghua and Tan, Yong",2023,UNIFYING ALGORITHMIC AND THEORETICAL PERSPECTIVES: EMOTIONS IN ONLINE REVIEWS AND SALES 1,"Yu, Yifan and Yang, Yang and Huang, Jinghua and Tan, Yong",nan
mixed,mixed_1522,mixed_2517,Business Competence of Information Technology Professionals: Conceptual Development and Influence on IT-Business Partnerships,Bassellier and Benbasat,2004,Business Competence of Information Technology Professionals - Conceptual Development and Influence on IT-Business Partnerships,"Bassellier, Geneviève and Benbasat, Izak",2004
mixed,mixed_3638,mixed_1418,INTENSIFYING TO CEASE: UNPACKING THE PROCESS OF INFORMATION SYSTEMS DISCONTINUANCE 1,"Hosein, Mohammad and Mehrizi, Rezazade and Modol, Joan Rodon and Nezhad, Milad Zafar",nan,Intensifying to Cease: Unpacking the Process of Information Systems Discontinuance,"Rezazade Mehrizi, Mohammad Hosein and Rodon Modol, Joan and Zafar Nezhad, Milad",2019
mixed,mixed_3044,mixed_3918,Large-Scale Network Analysis for Online Social Brand Advertising,"Zhang, Kunpeng and Bhattacharyya, Siddhartha and Ram, Sudha",2016,BIG DATA & ANALYTICS IN NETWORKED BUSINESS LARGE-SCALE NETWORK ANALYSIS FOR ONLINE SOCIAL BRAND ADVERTISING 1,"Zhang, Kunpeng and Bhattacharyya, Siddhartha and Ram, Sudha",nan
mixed,mixed_2795,mixed_760,Business Intelligence and Analytics - From Big Data to Big Impact,"Chen, Hsinchun and Chiang, Roger H. L. and Storey, Veda C.",2012,Business Intelligence and Analytics: From Big Data to Big Impact,Chen and Chiang and Storey,2012
mixed,mixed_4419,mixed_321,ICT FOR DEVELOPMENT IN RURAL INDIA: A LONGITUDINAL STUDY OF WOMEN'S HEALTH OUTCOMES 1,"Venkatesh, Viswanath and Sykes, Tracy Ann and Zhang, Xiaojun",nan,ICT for Development in Rural India: A Longitudinal Study of Women’s Health Outcomes,"Venkatesh, Viswanath and Sykes, Tracy Ann and Zhang, Xiaojun",2020
mixed,mixed_4102,mixed_1560,CARROTS AND RAINBOWS: MOTIVATION AND SOCIAL PRACTICE IN OPEN SOURCE SOFTWARE DEVELOPMENT 1,"Von Krogh, Georg and Haefliger, Stefan and Spaeth, Sebastian and Wallin, Martin W",nan,Carrots and Rainbows: Motivation and Social Practice in Open Source Software Development,von Krogh and Haefliger and Spaeth and Wallin,2012
mixed,mixed_1160,mixed_3511,Support Structures and Their Impacts on Employee Outcomes: A Longitudinal Field Study of an Enterprise System Implementation,"Sykes, Tracy Ann",2015,SUPPORT STRUCTURES AND THEIR IMPACTS ON EMPLOYEE OUTCOMES: A LONGITUDINAL FIELD STUDY OF AN ENTERPRISE SYSTEM IMPLEMENTATION 1,"Sykes, Tracy Ann",nan
mixed,mixed_3537,mixed_415,Manager or Technician? The Nature of the Information Systems Manager's Job*,"Ives, Blake and Olson, Margrethe H",nan,Manager or Technician? The Nature of the Information Systems Manager's Job,"Ives, Blake and Olson, Margrethe H.",1981
mixed,mixed_5258,mixed_3391,UNINTENDED EMOTIONAL EFFECTS OF ONLINE HEALTH COMMUNITIES: A TEXT MINING-SUPPORTED EMPIRICAL STUDY 1,"Zhou, Jiaqi and Zhang, Qingpeng and Zhou, Sijia and Li, Xin and Zhang, Michael",nan,Unintended Emotional Effects of Online Health Communities: A Text Mining-Supported Empirical Study,"Zhou, Jiaqi and Zhang, Qingpeng and Zhou, Sijia and Li, Xin and Zhang, Xiaoquan",2023
mixed,mixed_3139,mixed_3974,Is IT Changing the World? Conceptions of Causality for Information Systems Theorizing,"Markus, M. Lynne and Rowe, Frantz",2018,IS IT CHANGING THE WORLD? CONCEPTIONS OF CAUSALITY FOR INFORMATION SYSTEMS THEORIZING 1,"Markus, M. Lynne and Rowe, Frantz",nan
mixed,mixed_1830,mixed_5225,Wearable Sensor-Based Chronic Condition Severity Assessment: An Adversarial Attention-Based Deep Multisource Multitask Learning Approach,"Yu, Shuo and Chai, Yidong and Chen, Hsinchun and Sherman, Scott and Brown, Randall",2022,WEARABLE SENSOR-BASED CHRONIC CONDITION SEVERITY ASSESSMENT: AN ADVERSARIAL ATTENTION-BASED DEEP MULTISOURCE MULTITASK LEARNING APPROACH 1,"Yu, Shuo and Chai, Yidong and Chen, Hsinchun and Sherman, Scott J and Brown, Randall A",nan
mixed,mixed_1864,mixed_3405,Time for a Decentralization Journey of Digital Infrastructures? Reflections on the 2023 Impact Award,"Henfridsson, Ola",2024,Time for a Decentralization Journey of Digital Infrastructures? Reflections on the 2023 Impact Award,"Henfridsson, Ola",2024
mixed,mixed_1026,mixed_3691,Using PLS Path Modeling for Assessing Hierarchical Construct Models: Guidelines and Empirical Illustration,Wetzels and Odekerken-Schröder and van Oppen,2009,USING PLS PATH MODELING FOR ASSESSING HIERARCHICAL CONSTRUCT MODELS: GUIDELINES AND EMPIRICAL ILLUSTRATION 1,"Wetzels, Martin and Odekerken-Schröder, Gaby",nan
mixed,mixed_2267,mixed_1447,Determining Information Requirements for an EIS,"Watson, Hugh J. and Frolick, Mark N.",1993,Determining Information Requirements for an EIS,"Watson, Hugh J. and Frolick, Mark N.",1993
mixed,mixed_4322,mixed_2932,INFORMATION DISCOVERY AND THE LONG TAIL OF MOTION PICTURE CONTENT 1,"Kumar, Anuj and Smith, Michael D and Telang, Rahul",nan,Information Discovery and the Long Tail of Motion Picture Content,"Kumar, Anuj and Smith, Michael D. and Telang, Rahul",2014
mixed,mixed_3865,mixed_3373,"HOW DO ORGANIZATIONS LEARN FROM INFORMATION SYSTEM INCIDENTS? A SYNTHESIS OF THE PAST, PRESENT, AND FUTURE 1","Rezazade Mehrizi, Mohammad H and Nicolini, Davide and Mòdol, Joan Rodon",nan,"How Do Organizations Learn from Information System Incidents? A Synthesis of the Past, Present, and Future","Mehrizi, Mohammad Hosein Rezazade and Nicolini, Davide and Rodon, Joan",2022
mixed,mixed_2936,mixed_4871,Distributed Cognition in Software Design - An Experimental Investigation of the Role of Design Patterns and Collaboration,"Mangalaraj, George and Nerur, Sridhar P. and Mahapatra, RadhaKanta and Price, Kenneth H.",2014,DISTRIBUTED COGNITION IN SOFTWARE DESIGN: AN EXPERIMENTAL INVESTIGATION OF THE ROLE OF DESIGN PATTERNS AND COLLABORATION 1,"Mangalaraj, George and Nerur, Sridhar and Mahapatra, Radhakanta and Price, Kenneth H",nan
mixed,mixed_1488,mixed_4421,The Nature and Consequences of Trade-Off Transparency in the Context of Recommendation Agents,"Xu, Jingjun (David) and Benbasat, Izak and Cenfetelli, Ronald T.",2014,THE NATURE AND CONSEQUENCES OF TRADE-OFF TRANSPARENCY IN THE CONTEXT OF RECOMMENDATION AGENTS 1,"Xu, David and Benbasat, Izak and Cenfetelli, Ronald T",nan
mixed,mixed_320,mixed_2159,"Perceived Importance of Systems Analysts' Job Skills, Roles, and Non-Salary Incentives","Green, Gary I.",1989,"Perceived Importance of Systems Analysts' Job Skills, Roles, and Non-Salary Incentives","Green, Gary I.",1989
mixed,mixed_185,mixed_242,Transformational Issues of Big Data and Analytics in Networked Business,"Baesens, Bart and Bapna, Ravi and Marsden, James R. and Vanthienen, Jan and Zhao, J. Leon",2016,Toward a Digital Attribution Model: Measuring the Impact of Display Advertising on Online Consumer Behavior,"Ghose, Anindya and Todri-Adamopoulos, Vilma",2016
mixed,mixed_1483,mixed_4019,"The Impact of Information Technology and Transactive Memory Systems on Knowledge Sharing, Application, and Team Performance: A Field Study",Choi and Lee and Yoo,2010,"THE IMPACT OF INFORMATION TECHNOLOGY AND TRANSACTIVE MEMORY SYSTEMS ON KNOWLEDGE SHARING, APPLICATION, AND TEAM PERFORMANCE: A FIELD STUDY 1","Choi, Sue Young and Lee, Heeseok and Yoo, Youngjin",nan
mixed,mixed_2981,mixed_861,"Software Process Diversity - Conceptualization, Measurement, and Analysis of Impact on Project Performance","Ramasubbu, Narayan and Bharadwaj, Anandhi and Tayi, Giri Kumar",2015,"Software Process Diversity: Conceptualization, Measurement, and Analysis of Impact on Project Performance","Ramasubbu, Narayan and Bharadwaj, Anandhi and Tayi, Giri Kumar",2015
mixed,mixed_2577,mixed_690,"Reliability, Mindfulness, and Information Systems","Butler, Brian S. and Gray, Peter H.",2006,"Reliability, Mindfulness, and Information Systems",Butler and Gray,2006
mixed,mixed_2457,mixed_1315,Radical Innovation Without Collocation - A Case Study at Boeing-Rocketdyne,"Malhotra, Arvind and Majchrzak, Ann and Carman, Robert and Lott, Vern",2001,Radical Innovation without Collocation: A Case Study at Boeing-Rocketdyne,"Malhotra, Arvind and Majchrzak, Ann and Carman, Robert and Lott, Vern",2001
mixed,mixed_3,mixed_2918,Toward Generalizable Sociomaterial Inquiry: A Computational Approach for Zooming In and Out of Sociomaterial Routines,"Gaskin, James and Berente, Nicholas and Lyytinen, Kalle and Yoo, Youngjin",2014,Toward Generalizable Sociomaterial Inquiry - A Computational Approach for Zooming In and Out of Sociomaterial Routines,"Gaskin, James E. and Berente, Nicholas and Lyytinen, Kalle and Yoo, Youngjin",2014
mixed,mixed_4377,mixed_3309,ASSESSING THE UNACQUAINTED: INFERRED REVIEWER PERSONALITY AND REVIEW HELPFULNESS 1,"Liu, Angela Xia and Li, Yilin and Xu, Sean Xin",nan,Assessing the Unacquainted: Inferred Reviewer Personality and Review Helpfulness,"Liu, Angela Xia and Li, Yilin and Xu, Sean Xin",2021
mixed,mixed_5060,mixed_3250,THEORYON: A DESIGN FRAMEWORK AND SYSTEM FOR UNLOCKING BEHAVIORAL KNOWLEDGE THROUGH ONTOLOGY LEARNING 1,"Li, Jingjing and Larsen, Kai and Abbasi, Ahmed",nan,TheoryOn: A Design Framework and System for Unlocking Behavioral Knowledge Through Ontology Learning,"Li, Jingjing and Larsen, Kai R. and Abbasi, Ahmed",2020
mixed,mixed_2899,mixed_493,Impact of Wikipedia on Market Information Environment - Evidence on Management Disclosure and Investor Reaction,"Xu, Sean Xin and Zhang, Xiaoquan",2013,Impact of Wikipedia on Market Information Environment: Evidence on Management Disclosure and Investor Reaction,"Xu, Sean Xin and Zhang, Xiaoquan (Michael)",2013
mixed,mixed_4747,mixed_757,FIRM PERFORMANCE IMPACTS OF DIGITALLY ENABLED SUPPLY CHAIN INTEGRATION CAPABILITIES 1,"Rai, Arun and Robinson, J. Mack and Patnayakuni, Ravi and Seth, Nainika and Clark, Ted H and Konana, Prabhudev",nan,Firm Performance Impacts of Digitally Enabled Supply Chain Integration Capabilities,Rai and Patnayakuni and Seth,2006
mixed,mixed_1962,mixed_502,Observing Organizational Environments - A Systematic Approach for Information Analysts,"Kendall, Kenneth E. and Kendall, Julie E.",1981,Observing Organizational Environments: A Systematic Approach for Information Analysts,"Kendall, Kenneth E. and Kendall, Julie E.",1981
mixed,mixed_819,mixed_2555,Managing Client Dialogues during Information Systems Design to Facilitate Client Learning,Majchrzak and Beath and Lim and Chin,2005,Managing Client Dialogues During Information Systems Design to Facilitate Client Learning,"Majchrzak, Ann and Beath, Cynthia Mathis and Lim, Ricardo A. and Chin, Wynne W.",2005
mixed,mixed_87,mixed_4289,Technology as Routine Capability,"Swanson, E. Burton",2019,TECHNOLOGY AS ROUTINE CAPABILITY 1,"Swanson, E. Burton",nan
mixed,mixed_3316,mixed_506,Coordinating Human and Machine Learning for Effective Organizational Learning,"Sturm, Timo and Gerlach, Jin P. and Pumplun, Luisa and Mesbah, Neda and Peters, Felix and Tauchert, Christoph and Nan, Ning and Buxmann, Peter",2021,Coordinating Human and Machine Learning for Effective Organization Learning,"Sturm, Timo and Gerlacha, Jin and Pumplun, Luisa and Mesbah, Neda and Peters, Felix and Tauchert, Christoph and Nan, Ning and Buxmann, Peter",2021
mixed,mixed_2281,mixed_4370,SIM Paper Competition - Competing Through EDI at Brun Passot - Achievements in France and Ambitions for the Single European Market,"Jelassi, Tawfik and Figon, Olivier",1994,Competing Through EDI at Brun Passot: Achievements in France and Ambitions for the Single European Market 1,"Jelassi, Tawfik and Figon, Olivier",nan
mixed,mixed_1133,mixed_3048,The Dark Side of Reviews: The Swaying Effects of Online Product Reviews on Attribute Preference Construction,"Liu, Qianqian Ben and Karahanna, Elena",2017,The Dark Side of Reviews - The Swaying Effects of Online Product Reviews on Attribute Preference Construction,"Liu, Qianqian Ben and Karahanna, Elena",2017
mixed,mixed_4931,mixed_2909,REFRAMING SUCCESS AND FAILURE OF INFORMATION SYSTEMS: A PERFORMATIVE PERSPECTIVE 1,"Cecez-Kecmanovic, Dubravka and Kautz, Karlheinz and Abrahall, Rebecca",nan,Reframing Success and Failure of Information Systems - A Performative Perspective,"Cecez-Kecmanovic, Dubravka and Kautz, Karlheinz and Abrahall, Rebecca",2014
mixed,mixed_2541,mixed_240,Understanding User Responses to Information Technology - A Coping Model of User Adaption,"Beaudry, Anne and Pinsonneault, Alain",2005,Understanding User Responses to Information Technology: A Coping Model of User Adaptation,Beaudry and Pinsonneault,2005
mixed,mixed_1814,mixed_3454,Infectious Confidence: Unraveling the Effects of Confidence Contagion on Overfunding in Equity Crowdfunding,"Li, Yijing and Liu, Fei and Lim, Eric T. K. and Tan, Chee-Wee and Liu, Yong",2024,Infectious Confidence: Unraveling the Effects of Confidence Contagion on Overfunding in Equity Crowdfunding,"Li, Yijing and Liu, Fei and Lim, Eric T. K. and Tan, Chee-Wee and Liu, Yong",2024
mixed,mixed_775,mixed_4881,Using Forum and Search Data for Sales Prediction of High-Involvement Projects,"Geva, Tomer and Oestreicher-Singer, Gal and Efron, Niv and Shimshoni, Yair",2017,USING FORUM AND SEARCH DATA FOR SALES PREDICTION OF HIGH-INVOLVEMENT PROJECTS 1,"Geva, Tomer and Oestreicher-Singer, Gal and Efron, Niv and Shimshoni, Yair",nan
mixed,mixed_465,mixed_4690,IT-Mediated Customer Service Content and Delivery in Electronic Governments: An Empirical Investigation of the Antecedents of Service Quality,"Tan, Chee-Wee and Benbasat, Izak and Cenfetelli, Ronald T.",2013,IT-MEDIATED CUSTOMER SERVICE CONTENT AND DELIVERY IN ELECTRONIC GOVERNMENTS: AN EMPIRICAL INVESTIGATION OF THE ANTECEDENTS OF SERVICE QUALITY 1,"Tan, Chee-Wee and Benbasat, Izak and Cenfetelli, Ronald T",nan
mixed,mixed_644,mixed_3993,Capturing Bottom-Up Information Technology Use Processes: A Complex Adaptive Systems Model,Nan,2011,CAPTURING BOTTOM-UP INFORMATION TECHNOLOGY USE PROCESSES: A COMPLEX ADAPTIVE SYSTEMS MODEL 1,"Nan, Ning",nan
mixed,mixed_2542,mixed_3740,"Behavioral Intention Formation in Knowledge Sharing - Examining the Roles of Extrinsic Motivators, Social-Psychological Factors, and Organizational Climate","Bock, Gee-Woo and Zmud, Robert W. and Kim, Young-Gul and Lee, Jae-Nam",2005,"BEHAVIORAL INTENTION FORMATION IN KNOWLEDGE SHARING: EXAMINING THE ROLES OF EXTRINSIC MOTIVATORS, SOCIAL-PSYCHOLOGICAL FORCES, AND ORGANIZATIONAL CLIMATE 1","Bock, Gee-Woo and Zmud, Robert W and Kim, Young-Gul and Lee, Jae-Nam",nan
mixed,mixed_2319,mixed_4354,Controlling Prototype Development Through Risk Analysis,"Baskerville, Richard L. and Stage, Jan",1996,Risk Analysis in Prototyping Controlling Prototype Development Through Risk Analysis*,"Baskerville, Richard L and Stage, Jan",nan
mixed,mixed_4834,mixed_2251,(Un)Structured Creativity in Information Systems Organizations,"Couger, J. Daniel and Mclntyre, Scott C",nan,(Un)Structured Creativity in Information Systems Organizations,"Couger, J. Daniel and Higgins, Lexis F. and McIntyre, Scott C.",1993
mixed,mixed_2007,mixed_4083,Natural Language for Database Queries - A Laboratory Study,"Vassiliou, Yannis and Jarke, Matthias and Stohr, Edward A. and Turner, Jon A. and White, Norman H.",1983,Natural Language for Database Queries: A Laboratory Study*,"Vassiliou, Yannis and Jarke, Matthias and Stohr, Edward A and Turner, Jon A and White, Norman H",nan
mixed,mixed_5030,mixed_1947,An Approach to Structured MIS Development,"Shenolikar, Ashok",nan,SIM Competition Paper - An Approach to Structured MIS Development,"Shenolikar, Ashok",1981
mixed,mixed_2982,mixed_1452,Investing in Information Systems - On the Behavioral and Institutional Search Mechanisms Underpinning Hospitals' IS Investment Decisions,"Salge, Torsten-Oliver and Kohli, Rajiv and Barrett, Michael I.",2015,Investing in Information Systems: On the Behavioral and Institutional Search Mechanisms Underpinning Hospitals' IS Investment Decisions,"Salge, Torsten Oliver and Kohli, Rajiv and Barrett, Michael",2015
mixed,mixed_3536,mixed_1437,ECONOMIC EXPERIMENTS IN INFORMATION SYSTEMS 1,"Gupta, Alok and Kannan, Karthik and Sanyal, Pallab",nan,Economic Experiments in Information Systems,"Gupta, Alok and Kannan, Karthik and Sanyal, Pallab",2018
mixed,mixed_921,mixed_3860,Information Systems as a Reference Discipline for New Product Development,Nambisan,2003,INFORMATION SYSTEMS AS A REFERENCE DISCIPLINE FOR NEW PRODUCT DEVELOPMENT 1,"Nambisan, Satish",nan
mixed,mixed_4425,mixed_2546,VICIOUS AND VIRTUOUS CIRCLES IN THE MANAGEMENT OF KNOWLEDGE: THE CASE OF INFOSYS TECHNOLOGIES 1,"Garud, Raghu and Kumaraswamy, Arun",nan,Vicious and Virtuous Circles in the Management of Knowledge - The Case of Infosys Technologies,"Garud, Raghu and Kumaraswamy, Arun",2005
mixed,mixed_4667,mixed_2904,NATURE AND NURTURE: THE IMPACT OF AUTOMATICITY AND THE STRUCTURATION OF COMMUNICATION ON VIRTUAL TEAM BEHAVIOR AND PERFORMANCE,"Bartelt, Valerie L and Dennis, Alan R",nan,Nature and Nurture - The Impact of Automaticity and the Structuration of Communication on Virtual Team Behavior and Performance,"Bartelt, Valerie and Dennis, Alan R.",2014
mixed,mixed_1134,mixed_4864,The Effects of Anonymity on GDSS Group Process with an Idea-Generating Task,"Jessup, Leonard M. and Connolly, Terry and Galegher, Jolene",1990,The Effects of Anonymity on GDSS Group Process With an Idea-Generating Task,"Jessup, Leonard M and Connolly, Terry and Galegher, Jolene and Research, Gdss",nan
mixed,mixed_3001,mixed_5087,Advertising Versus Brokerage Model for Online Trading Platforms,"Chen, Jianqing and Fan, Ming and Li, Mingzhe",2016,ADVERTISING VERSUS BROKERAGE MODEL FOR ONLINE TRADING PLATFORMS 1,"Chen, Jianqing and Fan, Ming and Li, Mingzhi",nan
mixed,mixed_3541,mixed_649,"PROFESSIONAL VERSUS POLITICAL CONTEXTS: INSTITUTIONAL MITIGATION AND THE TRANSACTION COST HEURISTIC IN INFORMATION SYSTEMS OUTSOURCING 1, 2","Miranda, Shaila M and Kim, Yong-Mi",nan,Professional versus Political Contexts: Institutional Mitigation and the Transaction Cost Heuristic in Information Systems Outsourcing,Miranda and Kim,2006
mixed,mixed_157,mixed_4839,A Scientific Basis for Rigor in Information Systems Research,Lee and Hubona,2009,A SCIENTIFIC BASIS FOR RIGOR IN INFORMATION SYSTEMS RESEARCH 1,"Lee, Allen S and Hubona, Geoffrey S",nan
mixed,mixed_3947,mixed_2665,CYBERGATE: A DESIGN FRAMEWORK AND SYSTEM FOR TEXT ANALYSIS OF COMPUTER-MEDIATED COMMUNICATION 1,"Abbasi, Ahmed and Lubar, Sheldon B and Chen, Hsinchun",nan,CyberGate - A Design Framework and System for Text Analysis of Computer-Mediated Communication,"Abbasi, Ahmed and Chen, Hsinchun",2008
mixed,mixed_462,mixed_2721,The Formation and Value of IT-Enabled Resources: Antecedents and Consequences of Synergistic Relationships,Nevo and Wade,2010,The Formation and Value of IT-Enabled Resources - Antecedents and Consequences of Synergistic Relationships,"Nevo, Saggi and Wade, Michael R.",2010
mixed,mixed_1693,mixed_3356,"Enterprise Systems and the Likelihood of Horizontal, Vertical, and Conglomerate Mergers and Acquisitions","Cao, Chengxin and Ray, Gautam and Subramani, Mani and Gupta, Alok",2022,"Enterprise Systems and the Likelihood of Horizontal, Vertical, and Conglomerate Mergers and Acquisitions","Cao, Chengxin and Ray, Gautam and Subramani, Mani R. and Gupta, Alok",2022
mixed,mixed_346,mixed_3112,Recommending Remedial Learning Materials to Students by Filling Their Knowledge Gaps,"Bauman, Konstantin and Tuzhilin, Alexander",2018,Recommending Remedial Learning Materials to Students by Filling Their Knowledge Gaps,"Bauman, Konstantin and Tuzhilin, Alexander",2018
mixed,mixed_2920,mixed_938,An Analysis of Pricing Models in the Electronic Book Market,"Hao, Lin and Fan, Ming",2014,An Analysis of Pricing Models in the Electronic Book Market,"Hao, Lin and Fan, Ming",2014
mixed,mixed_4423,mixed_2714,PRICE EFFECTS IN ONLINE PRODUCT REVIEWS: AN ANALYTICAL MODEL AND EMPIRICAL ANALYSIS 1,"Li, Xinxin and Hitt, Lorin M",nan,Price Effects in Online Product Reviews - An Analytical Model and Empirical Analysis,"Li, Xinxin and Hitt, Lorin M.",2010
mixed,mixed_79,mixed_3033,Valuing Information Technology Related Intangible Assets,"Saunders, Adam and Brynjolfsson, Erik",2016,Valuing Information Technology Related Intangible Assets,"Saunders, Adam and Brynjolfsson, Erik",2016
